	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
1455	10	  was also a very active sponsor of carnival 	floats	 and other entertainments during these years	JM20.txt	aca	manner	N	3_present	L	NA	NA		float
2143	6	  with which his ear can  conjure up kaleidoscopic 	swirls	 and patterns,  unexpected combinations, som	Tempo09-63.247_59a_performance.txt	aca	manner	N	NA	yes	Self-contained	no		swirl
1789	92	  semi-staged, with singers in 18th Century frocks 	pacing	 and posturing downstage. The orchestra play	CT367ts170294.txt	news	manner	verb	ing	no	NA	NA		pace
1702	268	 ith agile flute lines. The narrative was cleverly 	paced	 and punctuated by a signature chord of fru	TT494ih310711.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
1932	46	 , about love and the temptation to easily mix 	races	 and religion without foreseeing the conseque	TT1060mr171001.txt	news	manner	N	NA	no	NA	NA		race
1933	58	 these regions derive their diversity from various 	races	 and religions. The music flowed seamlessly, 	WP556various091208.txt	news	manner	N	NA	no	NA	NA		race
1803	106	 ition, each timbre and color beautifully applied. 	Pacing	 and rhythm were flexible. One heard every s	CT564jvr291198.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1804	310	  enormous impact, and Davis's command of Elgarian 	pacing	 and rubato ensured that the cumulative emot	TT1062mr021001.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
1703	221	  in various antiphonal clusters, Ms. Leach's slow-	paced	 and soothing music seemed intent on filling 	NYT125bh200493.txt	news	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
203	248	 Dir. Cruel and deceitful Aeneas... (Don Carissimo 	arrives	 and spies on them from a distance)| Lisc. 	18thM09-6.2_0030a.txt	aca	path	verb	3_present	L	translational	NA		arrive
1805	51	 despite Alberga’s very real feeling for dramatic  	pacing	 and stagecraft, there are long stretches  w	Tempo10-64.252_203a.txt	aca	manner	N	ing	yes	Self-contained	no		pace
1806	61	 stions of tempo, and  of the relationship between 	pacing	 and structural articulation, are crucial in	19thMR09-6.2_3219a_CD.txt	aca	manner	N	ing	yes	Self-contained	no	speed is motion	pace
2156	8	  and balanced combinations. Puts' second movement 	swirled	 and surged energetically as individual orc	MN81pr200809.txt	news	manner	verb	past	yes	Self-contained	no		swirl
835	567	 . Addressing a cloud, Mary's line In kindness 	descend	 and take me on your wings brought a 	IR1158es310108.txt	news	path	verb	infinitive	no	NA	NA		descend
1807	311	  precocious, fecund work, but Zimerman's grasp of 	pacing	 and textural variety tempered rather than e	TT1068mr140601.txt	news	manner	N	ing	yes	Self-contained	no		pace
1808	312	 , the result was even more stodgy, in both 	pacing	 and texture, seeming to undo all the good 	TT1088mr140901.txt	news	manner	N	ing	yes	Self-contained	no	speed is motion	pace
197	2153	 arrival. His solution is ingenious. As the moment 	approaches	 and the battering-ram orchestra seems t	NYT497at031005.txt	news	path	verb	3_present	yes	translational	yes	moving observer	approach
532	285	 ersary was celebrated by performances of The Lark 	Ascending	 and the Enigma Variations. However well 	GLR399mk310112.txt	news	path	verb	ing	exclude			proper name	ascend
1631	14	  billowing, ghostly stage fog, the vocal lines 	meander	 and the orchestra gets stuck in repetitive	NYT503at160908.txt	news	manner	verb	infinitive	yes	Self-contained	no		meander
446	122	 ealised as pitch-space arches, with one hexachord 	ascending	 and the other descending. Hexachordal an	MA06-25.1:2_72.txt	aca	path	verb	ing	yes	translational	no		ascend
533	275	 lle, Summer of 1915, Vaughan Williams' The Lark 	Ascending	 and the premiere of Suite for Chamber O	CT441jvr031011.txt	news	path	verb	ing	exclude			proper name	ascend
351	433	  pacing to it, so when the lyrical moments 	arrive	 and the private lives of these characters g	IR849jd130411.txt	news	path	verb	infinitive	yes	translational	yes	meaning of „be there“	arrive
1466	12	 sponsibility, if only to register ideas that were 	floated	 and then rejected or racist stereotypes th	JM26.txt	aca	manner	verb	past_participle	no	NA	NA		float
1403	18	 's the stock ticker and the news 	crawl	 and those flashing graphics and eight heads 	WSJ18cfw081111.txt	news	manner	N	infinitive	no	NA	NA		crawl
1809	318	 ’s skill here is to maintain control of 	pacing	 and to keep the drama both tense and 	TT1135CDgn140510.txt	news	manner	N	ing	yes	Self-contained	no		pace
19	834	  of sound is allied to a fragmented time 	approach	 and to the use of an aesthetically active	OS09-14.1_053a.txt	aca	path	N	infinitive	no	NA	NA		approach
875	598	  she did with amazing intensity. As her song 	descended	 and took shape, players in the much-redu	TT45ih070911.txt	news	path	verb	past	yes	translational	no		descend
2146	7	 . It opens in teasing suspense, then the music 	swirls	 and twirls with joyous abandon. The soaring	CT263ts151193.txt	news	manner	verb	3_present	yes	Self-contained	no		swirl
2142	5	  harmonically and then sink back into darkness. A 	swirling	 and twisting of unknown forces, which gra	JM10.txt	aca	manner	N	NA	yes	Self-contained	no		swirl
1704	169	 ), and Rimsky-Korsakov's Russian Easter Overture, 	paced	 and voiced confidently by Tugan Sokhiev. As 	GLR1236gd190410.txt	news	manner	ADJ	past_participle	yes	Self-contained	no		pace
1063	3238	  placing it first rendered what some of what 	followed	 anticlimactic. The whole evening, meanwhi	GLR311ta230312.txt	news	path	verb	past	no	NA	NA	programme schedule	follow
1705	168	  back and forth before rising to a beautifully 	paced	 anticlimax in which the listener is lost, ca	GLR1236gd190410.txt	news	manner	ADJ	past_participle	yes	Self-contained	no		pace
648	2345	  throughout, to the light-dark finale. Does music 	come	 any better?  	GCDR51va220712.txt	news	path	verb	infinitive	no	NA	NA		come
1256	1309	  Emperor who points  to his nakedness.   Before i 	go	 any further, i should make it clear that 	19thMR09-6.2_3116a_A.txt	aca	path	verb	infinitive	no	NA	NA	phrasal verb	go
1385	257	What we actually hear, at least according to mid-fifteenth-century ways of thinking, is a sound at this very second, which doesn’t need to	go	 anywhere because it is already where it should 	JM14.txt	aca	path	verb	infinitive	yes	translational	no	purposes are destinations	go
1260	3351	  Sonatas and Interludes, normal musicians won’t 	go	 anywhere near him. Apart from one. Ilan Volkov,	TT135ih250712.txt	news	path	verb	infinitive	no	NA	NA		go
1392	2428	  plot, whereas Henry’s don’t seem to 	go	 anywhere, and neither does Adey Grummet’s libre	IR433mc200312.txt	news	path	verb	infinitive	yes	translational	no		go
1268	3641	  score carefully, because without that you can’t 	go	 anywhere, she says. You can’t just come 	TT613as230311.txt	news	path	verb	infinitive	no	NA	NA		go
2167	10	 , too, were the ladies' spark-shooting wands, the 	tumbling	 ape, dancing dinosaur and airborne boys d	CT98jvr071211.txt	news	Manner + path	ADJ	ing	L	NA	NA		tumble
1706	257	  take violent exception to in Mena’s sensibly 	paced	 approach. But again I missed the hush, the 	TT231df300412.txt	news	manner	ADJ	past_participle	yes	Self-contained	no		pace
20	1116	  be the last people to suggest that such 	approaches	 are appropriate to every sort of materi	OS10-15.3_312a.txt	aca	path	N	3_present	no	NA	NA		approach
21	2358	 udge from the evidence on Saturday, their musical 	approaches	 are similar: the same manic quality, th	WP184am091011.txt	news	path	N	3_present	no	NA	NA		approach
22	1664	  to hearing from Daniel Barenboim, although their 	approaches	 are very different. Eschenbach's pianis	CT435jvr110394.txt	news	path	N	3_present	no	NA	NA		approach
2150	15	  work; in fact, the mass of material that 	swirls	 around D is composed of pitch patterns desi	MA07-26.1:2_808.txt	aca	manner	verb	3_present	yes	Self-contained	no		swirl
2063	14	 ce of the transience, duplicity and ridicule that 	swirl	 around her. By contrast with the procedures 	MA06-25.1:2_70.txt	aca	manner	verb	infinitive	no	NA	NA		swirl
2145	17	 ner, Strauss, Janacek ... they are all here, too, 	swirling	 around in a rich mix that, but for 	IR368ap080810.txt	news	manner	verb	ing	yes	Self-contained	no	different sense: features of these composers are present	swirl
2144	19	 re being corrupted by the more contemporary ideas 	swirling	 around in this weird and wonderful work. 	TT1045mr200803.txt	news	manner	verb	ing	yes	Self-contained	no	different sense: be present	swirl
2151	13	  voice sustains a single note while the others 	swirl	 around it in contrapuntal busywork. 23 He sa	JM14.txt	aca	manner	verb	infinitive	yes	Self-contained	no		swirl
1404	22	  outfit for the beleaguered heroine, Zenobia) and 	crawl	 around on the floor. The set was 	WSJ183hw190808.txt	news	manner	verb	infinitive	L	NA	NA		crawl
2047	20	 ard and kaleidoscopic designs of Japanese flowers 	swirled	 around the Lyric Opera House stage, the wa	WP658various120508.txt	news	manner	verb	past	L	NA	NA		swirl
2048	16	 d of his life. Clangorous, glistening electronics 	swirled	 around the orchestral ensemble, all set ag	GLR391fm050212.txt	news	manner	verb	past	L	NA	NA		swirl
1786	154	 -Grinder. Some may dislike Bostridge's habit of 	pacing	 around the platform in front of the piano, 	GLR742mk190411.txt	news	manner	verb	ing	L	NA	NA		pace
2065	18	  in a watershed concert in 1994, when controversy 	swirled	 around the sacrilege of inviting downtown	NYT342zw010512.txt	news	manner	verb	past	no	NA	NA		swirl
1951	26	  a maze of melodies, in which one 	staggers	 around, like the cavalier who  once stagg	18thM09-6.2_0066a.txt	aca	manner	verb	3_present	no	NA	NA		stagger
447	113	  third beats are slurred together in consistently 	ascending	 arpeggiations which counterbalance the d	MA05-24.3_13.txt	aca	path	ADJ	ing	yes	translational	no		ascend
2075	21	  symphonic closing  variation, the theme heard in 	swirling	 arpeggios  and in pedal augmentation in t	Tempo10-64.251_70a_CD_reviews.txt	aca	manner	ADJ	ing	yes	Self-contained	no		swirl
2084	23	 . There, the piano begins by drifting in mostly 	swirling	 arpeggios and simple scale passages throu	CT380CDjvr93&03.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
2085	22	  surface of the music. In fact, the restless, 	swirling	 arpeggios of the finale suggested more a 	CT139jvr170391.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
2086	24	 nderscores the point by introducing his dead with 	swirling	 arpeggios that hint at infinite potential	GLR1194ta160510.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
534	289	  Care Charmer Sleep rose through a sequence of 	ascending	 arpeggios to ecstatic fortissimos before	GLR652fm260611.txt	news	path	ADJ	ing	yes	translational	no		ascend
1990	62	  Dance Company, he solicited works from a 	staggering	 array of composers — first and foremost	NYT390ss170311.txt	news	manner	ADJ	ing	no	NA	NA		stagger
1955	22	 17), the three parts sing the same melody, 	staggered	 as a chace, the polytextual nature stagi	PMM09-18.2_027a.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	I think it is derived form fictive motion the line of the voices (look at vertically) is staggered	stagger
781	1405	 ed chromaticism of this new harmonic  progression 	comes	 as a considerable surprise, probably intende	Tempo09-63.247_11a_A.txt	aca	path	verb	3_present	yes	translational	yes		come
23	1255	 ost clarity and transparency. Cox refers to  this 	approach	 as a High-Modernist Model of performance 	search10-7_Duncan.txt	aca	path	N	infinitive	no	NA	NA		approach
535	328	  to this work, which explores the idea of 	ascending	 as a nearly ubiquitous metaphor for spir	WP222am270511.txt	news	path	N	ing	no				ascend
782	81	 ceding intensifying section.The breakthrough here 	comes	 as a sudden,  unearned chance for the fune	BF04spring_Markovic-Stokes_A.txt	aca	path	verb	3_present	yes	translational	yes	All the brass parts have the instruction Schallbecher heben or Trompet aufheben hoch. hoch. written in red ink above the unison C half note marked with a marcato accent, and the dynamics are raised to the level of fff instead of ff as in the original score.56 The strings have the instruction griffbrett (fingerboard) at that moment written in red ink in their parts as well (mm.159ff.). From these Retuschen we can see that Mahler’s performance clearly focused on the sudden burst of brass instruments after the apparent failure of the preceding intensifying section.The breakthrough here comes as a sudden, “unearned” chance for the funeral march to reach its conclusion.	come
24	2121	 ’s credit that it can respond plausibly to 	approaches	 as different as Dexter’s and Mr. Alden’	NYT278zw030712.txt	news	path	N	3_present	no	NA	NA		approach
1363	107	  they  have in a sense become; Debussy even 	went	 as far as to maintain:Schiller’s verses  	BF07fall_pascall_A.txt	aca	path	verb	past	no	NA	NA		go
352	49	  mid-measure silence (m. 47), the cadence finally 	arrives	 as if nothing odd had happened. But someth	JM04.txt	aca	path	verb	3_present	yes	translational	yes		arrive
1810	365	  the ensembles from taking off, and set the 	pacing	 as measured, even plodding, rather than acc	WSJ184hw300311.txt	news	manner	N	ing	yes	Self-contained	no		pace
649	5048	  Richard Strauss’s Burleske from the mid-1880s 	comes	 as part of Hyperion’s Romantic Piano Concert	TT606CDvarious010411.txt	news	path	verb	3_present	no	NA	NA		come
353	497	  of mood against which the lovers’ duets should 	arrive	 as sweet relief. Plácido Domingo conducted 	NYT273zw040311.txt	news	path	verb	infinitive	yes	translational	yes	arrive as could be interpreted as ESM, yet it is still somehow deictic because a goal or location is not realised (eg. The duet arrives as sweet relief in the final measures of the movement)	arrive
1456	93	  and buggery, or being wheeled around on vast 	floats	 as the action moves from one part of 	GLR313ac220312.txt	news	manner	N	3_present	L	NA	NA		float
204	215	  and is clearly  centered in F major. Orfeo 	arrives	 as the dance concludes and marvels (che p	search09-6_Farrin.txt	aca	path	verb	3_present	L	translational	NA		arrive
1467	49	  Domine, over which  an exquisite soprano line is 	floated	 as the inconsolable  queen thinks of her s	Tempo09-63.248_151a_performance.txt	aca	manner	verb	past_participle	no	NA	NA	transitive	float
1707	20	  This line provides a counterpoint to the slower- 	paced	 ascending third (B[-C-D, with register trans	MA05-24.3_13.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	speed is motion	pace
2087	25	 oldly contrasting colors and textures tinged with 	swirling	 Asian microtones. Robinson gave a ravishi	WP11cp280212.txt	news	manner	ADJ	ing	yes	Self-contained	no		swirl
25	893	 knowledge (see Cope 1991, for example). The logic 	approach	 assumes that using logical formalisms rep	OS09-14.2_260a.txt	aca	path	N	infinitive	no	NA	NA		approach
377	280	 , takes dead aim at the climax that will 	arrive	 at  bar 45. in fact, this recollection can 	19thMR10-7.1_1166a_A.txt	aca	path	verb	infinitive	yes	translational	yes	in the sense of „appears“	arrive
